Minutes,Seconds,Temp (?C),Pressure (hPa),Altitude (m)
,0.00,17.00,28.25,1014.62,-11.39,0.00,0.00,0.00
,0.00,17.00,28.25,1014.62,-11.41,0.00,0.00,0.00
,0.00,17.00,28.25,1014.62,-11.40,0.00,0.00,0.00
,0.00,17.00,28.25,1014.62,-11.44,0.00,0.00,0.00
,0.00,17.00,28.25,1014.62,-11.41,0.00,0.00,0.00
,0.00,17.00,28.25,1014.62,-11.36,0.00,0.00,0.00
,0.00,17.00,28.25,1014.62,-11.44,0.00,0.00,0.00
,0.00,17.00,28.25,1014.63,-11.49,0.00,0.00,0.00
,0.00,17.00,28.25,1014.63,-11.52,0.00,0.00,0.00
,0.00,17.00,28.25,1014.64,-11.54,0.00,0.00,0.00
,0.00,17.00,28.25,1014.63,-11.52,0.00,0.00,0.00
,0.00,17.00,28.25,1014.63,-11.48,0.00,0.00,0.00
,0.00,17.00,28.25,1014.63,-11.51,0.00,0.00,0.00
,0.00,17.00,28.25,1014.63,-11.49,0.00,0.00,0.00
,0.00,17.00,28.25,1014.63,-11.50,0.00,0.00,0.00
,0.00,17.00,28.25,1014.63,-11.48,0.00,0.00,0.00
,0.00,17.00,28.25,1014.63,-11.51,0.00,0.00,0.00
,0.00,17.00,28.25,1014.63,-11.49,0.00,0.00,0.00
,0.00,17.00,28.25,1014.63,-11.45,0.00,0.00,0.00
,0.00,17.00,28.25,1014.63,-11.50,0.00,0.00,0.00
,0.00,17.00,28.25,1014.63,-11.50,0.00,0.00,0.00
,0.00,17.00,28.25,1014.63,-11.50,0.00,0.00,0.00
,0.00,17.00,28.25,1014.64,-11.55,0.00,0.00,0.00
,0.00,17.00,28.25,1014.63,-11.51,0.00,0.00,0.00
,0.00,17.00,28.25,1014.63,-11.51,0.00,0.00,0.00
,0.00,17.00,28.25,1014.64,-11.54,0.00,0.00,0.00
,0.00,17.00,28.24,1014.63,-11.52,0.00,0.00,0.00
,0.00,17.00,28.24,1014.64,-11.53,0.00,0.00,0.00
,0.00,17.00,28.24,1014.64,-11.58,0.00,0.00,0.00
,0.00,17.00,28.24,1014.64,-11.60,0.00,0.00,0.00
,0.00,17.00,28.24,1014.64,-11.59,0.00,0.00,0.00
,0.00,17.00,28.24,1014.64,-11.60,0.00,0.00,0.00
,0.00,17.00,28.24,1014.64,-11.57,0.00,0.00,0.00
,0.00,17.00,28.24,1014.64,-11.60,0.00,0.00,0.00
,0.00,17.00,28.24,1014.64,-11.60,0.00,0.00,0.00
,0.00,17.00,28.24,1014.64,-11.59,0.00,0.00,0.00
,0.00,18.00,28.24,1014.64,-11.54,0.00,0.00,0.00
,0.00,18.00,28.24,1014.63,-11.51,0.00,0.00,0.00
,0.00,18.00,28.25,1014.63,-11.46,0.00,0.00,0.00
,0.00,18.00,28.25,1014.62,-11.39,0.00,0.00,0.00
,0.00,18.00,28.25,1014.62,-11.41,0.00,0.00,0.00
,0.00,18.00,28.25,1014.63,-11.45,0.00,0.00,0.00
,0.00,18.00,28.25,1014.64,-11.53,0.00,0.00,0.00
,0.00,18.00,28.25,1014.63,-11.52,0.00,0.00,0.00
,0.00,18.00,28.25,1014.63,-11.50,0.00,0.00,0.00
,0.00,18.00,28.25,1014.64,-11.53,0.00,0.00,0.00
,0.00,18.00,28.25,1014.63,-11.51,0.00,0.00,0.00
,0.00,18.00,28.25,1014.63,-11.52,0.00,0.00,0.00
,0.00,18.00,28.25,1014.63,-11.50,0.00,0.00,0.00
,0.00,18.00,28.25,1014.63,-11.48,0.00,0.00,0.00
,0.00,18.00,28.25,1014.63,-11.45,0.00,0.00,0.00
,0.00,18.00,28.25,1014.63,-11.48,0.00,0.00,0.00
,0.00,18.00,28.25,1014.64,-11.55,0.00,0.00,0.00
,0.00,18.00,28.25,1014.64,-11.59,0.00,0.00,0.00
,0.00,18.00,28.25,1014.64,-11.55,0.00,0.00,0.00
,0.00,18.00,28.25,1014.63,-11.52,0.00,0.00,0.00
,0.00,18.00,28.25,1014.63,-11.50,0.00,0.00,0.00
,0.00,18.00,28.25,1014.63,-11.46,0.00,0.00,0.00
,0.00,18.00,28.25,1014.62,-11.36,0.00,0.00,0.00
,0.00,18.00,28.25,1014.62,-11.39,0.00,0.00,0.00
,0.00,18.00,28.25,1014.63,-11.45,0.00,0.00,0.00
,0.00,18.00,28.25,1014.62,-11.40,0.00,0.00,0.00
,0.00,18.00,28.25,1014.62,-11.42,0.00,0.00,0.00
,0.00,18.00,28.25,1014.62,-11.42,0.00,0.00,0.00
,0.00,18.00,28.25,1014.62,-11.39,0.00,0.00,0.00
,0.00,18.00,28.25,1014.62,-11.44,0.00,0.00,0.00
,0.00,18.00,28.25,1014.62,-11.44,0.00,0.00,0.00
,0.00,18.00,28.25,1014.63,-11.47,0.00,0.00,0.00
,0.00,18.00,28.25,1014.63,-11.52,0.00,0.00,0.00
,0.00,18.00,28.25,1014.63,-11.47,0.00,0.00,0.00
,0.00,18.00,28.25,1014.63,-11.50,0.00,0.00,0.00
,0.00,18.00,28.25,1014.62,-11.43,0.00,0.00,0.00
,0.00,18.00,28.25,1014.62,-11.44,0.00,0.00,0.00
,0.00,18.00,28.25,1014.62,-11.44,0.00,0.00,0.00
,0.00,19.00,28.25,1014.63,-11.45,0.00,0.00,0.00
,0.00,19.00,28.25,1014.62,-11.38,0.00,0.00,0.00
,0.00,19.00,28.25,1014.62,-11.43,0.00,0.00,0.00
,0.00,19.00,28.25,1014.63,-11.46,0.00,0.00,0.00
,0.00,19.00,28.25,1014.62,-11.44,0.00,0.00,0.00
,0.00,19.00,28.25,1014.62,-11.44,0.00,0.00,0.00
,0.00,19.00,28.25,1014.62,-11.42,0.00,0.00,0.00
,0.00,19.00,28.25,1014.63,-11.46,0.00,0.00,0.00
,0.00,19.00,28.25,1014.63,-11.46,0.00,0.00,0.00
,0.00,19.00,28.25,1014.62,-11.41,0.00,0.00,0.00
,0.00,19.00,28.25,1014.62,-11.43,0.00,0.00,0.00
,0.00,19.00,28.25,1014.63,-11.49,0.00,0.00,0.00
,0.00,19.00,28.25,1014.63,-11.51,0.00,0.00,0.00
,0.00,19.00,28.25,1014.63,-11.49,0.00,0.00,0.00
,0.00,19.00,28.25,1014.63,-11.49,0.00,0.00,0.00
,0.00,19.00,28.25,1014.63,-11.50,0.00,0.00,0.00
,0.00,19.00,28.25,1014.63,-11.44,0.00,0.00,0.00
,0.00,19.00,28.25,1014.62,-11.43,0.00,0.00,0.00
,0.00,19.00,28.26,1014.63,-11.45,0.00,0.00,0.00
,0.00,19.00,28.25,1014.62,-11.44,0.00,0.00,0.00
,0.00,19.00,28.26,1014.62,-11.44,0.00,0.00,0.00
,0.00,19.00,28.26,1014.63,-11.50,0.00,0.00,0.00
,0.00,19.00,28.26,1014.63,-11.51,0.00,0.00,0.00
,0.00,19.00,28.26,1014.63,-11.50,0.00,0.00,0.00
,0.00,19.00,28.26,1014.63,-11.50,0.00,0.00,0.00
,0.00,19.00,28.26,1014.64,-11.55,0.00,0.00,0.00
,0.00,19.00,28.26,1014.64,-11.57,0.00,0.00,0.00
,0.00,19.00,28.26,1014.63,-11.46,0.00,0.00,0.00
,0.00,19.00,28.26,1014.64,-11.53,0.00,0.00,0.00
,0.00,19.00,28.26,1014.63,-11.51,0.00,0.00,0.00
,0.00,19.00,28.26,1014.64,-11.53,0.00,0.00,0.00
,0.00,19.00,28.26,1014.63,-11.51,0.00,0.00,0.00
,0.00,19.00,28.26,1014.62,-11.40,0.00,0.00,0.00
,0.00,19.00,28.26,1014.62,-11.43,0.00,0.00,0.00
,0.00,19.00,28.26,1014.63,-11.48,0.00,0.00,0.00
,0.00,19.00,28.26,1014.63,-11.52,0.00,0.00,0.00
,0.00,19.00,28.26,1014.64,-11.54,0.00,0.00,0.00
,0.00,19.00,28.26,1014.64,-11.53,0.00,0.00,0.00
,0.00,20.00,28.26,1014.63,-11.51,0.00,0.00,0.00
,0.00,20.00,28.26,1014.63,-11.48,0.00,0.00,0.00
,0.00,20.00,28.26,1014.63,-11.48,0.00,0.00,0.00
,0.00,20.00,28.26,1014.63,-11.50,0.00,0.00,0.00
,0.00,20.00,28.26,1014.64,-11.55,0.00,0.00,0.00
,0.00,20.00,28.26,1014.64,-11.55,0.00,0.00,0.00
,0.00,20.00,28.26,1014.64,-11.61,0.00,0.00,0.00
,0.00,20.00,28.26,1014.64,-11.60,0.00,0.00,0.00
,0.00,20.00,28.26,1014.64,-11.53,0.00,0.00,0.00
,0.00,20.00,28.25,1014.63,-11.48,0.00,0.00,0.00
,0.00,20.00,28.25,1014.63,-11.48,0.00,0.00,0.00
,0.00,20.00,28.25,1014.64,-11.53,0.00,0.00,0.00
,0.00,20.00,28.25,1014.64,-11.56,0.00,0.00,0.00
,0.00,20.00,28.25,1014.64,-11.54,0.00,0.00,0.00
,0.00,20.00,28.25,1014.64,-11.55,0.00,0.00,0.00
,0.00,20.00,28.25,1014.64,-11.55,0.00,0.00,0.00
,0.00,20.00,28.25,1014.64,-11.56,0.00,0.00,0.00
,0.00,20.00,28.25,1014.64,-11.59,0.00,0.00,0.00
,0.00,20.00,28.25,1014.65,-11.61,0.00,0.00,0.00
,0.00,20.00,28.25,1014.64,-11.56,0.00,0.00,0.00
,0.00,20.00,28.25,1014.63,-11.46,0.00,0.00,0.00
,0.00,20.00,28.25,1014.63,-11.47,0.00,0.00,0.00
,0.00,20.00,28.25,1014.63,-11.49,0.00,0.00,0.00
,0.00,20.00,28.25,1014.63,-11.48,0.00,0.00,0.00
,0.00,20.00,28.25,1014.63,-11.50,0.00,0.00,0.00
,0.00,20.00,28.25,1014.64,-11.54,0.00,0.00,0.00
,0.00,20.00,28.25,1014.63,-11.48,0.00,0.00,0.00
,0.00,20.00,28.25,1014.63,-11.52,0.00,0.00,0.00
,0.00,20.00,28.25,1014.63,-11.47,0.00,0.00,0.00
,0.00,20.00,28.25,1014.62,-11.43,0.00,0.00,0.00
,0.00,20.00,28.25,1014.62,-11.39,0.00,0.00,0.00
,0.00,20.00,28.25,1014.62,-11.39,0.00,0.00,0.00
,0.00,20.00,28.25,1014.62,-11.41,0.00,0.00,0.00
,0.00,20.00,28.25,1014.63,-11.48,0.00,0.00,0.00
,0.00,20.00,28.25,1014.64,-11.53,0.00,0.00,0.00
,0.00,20.00,28.25,1014.64,-11.53,0.00,0.00,0.00
,0.00,20.00,28.25,1014.64,-11.54,0.00,0.00,0.00
,0.00,20.00,28.25,1014.64,-11.55,0.00,0.00,0.00
,0.00,20.00,28.25,1014.63,-11.49,0.00,0.00,0.00
,0.00,21.00,28.25,1014.63,-11.51,0.00,0.00,0.00
,0.00,21.00,28.25,1014.63,-11.51,0.00,0.00,0.00
,0.00,21.00,28.25,1014.63,-11.51,0.00,0.00,0.00
,0.00,21.00,28.25,1014.64,-11.56,0.00,0.00,0.00
,0.00,21.00,28.25,1014.65,-11.62,0.00,0.00,0.00
,0.00,21.00,28.25,1014.64,-11.57,0.00,0.00,0.00
,0.00,21.00,28.25,1014.64,-11.57,0.00,0.00,0.00
,0.00,21.00,28.25,1014.64,-11.60,0.00,0.00,0.00
,0.00,21.00,28.25,1014.64,-11.53,0.00,0.00,0.00
,0.00,21.00,28.25,1014.64,-11.61,0.00,0.00,0.00
,0.00,21.00,28.25,1014.64,-11.58,0.00,0.00,0.00
,0.00,21.00,28.25,1014.64,-11.60,0.00,0.00,0.00
,0.00,21.00,28.25,1014.65,-11.64,0.00,0.00,0.00
,0.00,21.00,28.25,1014.64,-11.60,0.00,0.00,0.00
,0.00,21.00,28.25,1014.63,-11.51,0.00,0.00,0.00
,0.00,21.00,28.25,1014.63,-11.50,0.00,0.00,0.00
,0.00,21.00,28.25,1014.63,-11.46,0.00,0.00,0.00
,0.00,21.00,28.25,1014.63,-11.50,0.00,0.00,0.00
,0.00,21.00,28.25,1014.63,-11.46,0.00,0.00,0.00
,0.00,21.00,28.25,1014.63,-11.52,0.00,0.00,0.00
,0.00,21.00,28.25,1014.63,-11.46,0.00,0.00,0.00
,0.00,21.00,28.25,1014.63,-11.48,0.00,0.00,0.00
,0.00,21.00,28.25,1014.63,-11.49,0.00,0.00,0.00
,0.00,21.00,28.25,1014.63,-11.51,0.00,0.00,0.00
,0.00,21.00,28.25,1014.62,-11.44,0.00,0.00,0.00
,0.00,21.00,28.25,1014.63,-11.49,0.00,0.00,0.00
,0.00,21.00,28.25,1014.62,-11.42,0.00,0.00,0.00
,0.00,21.00,28.25,1014.62,-11.40,0.00,0.00,0.00
,0.00,21.00,28.25,1014.62,-11.38,0.00,0.00,0.00
,0.00,21.00,28.25,1014.62,-11.38,0.00,0.00,0.00
,0.00,21.00,28.25,1014.62,-11.39,0.00,0.00,0.00
,0.00,21.00,28.25,1014.62,-11.40,0.00,0.00,0.00
,0.00,21.00,28.25,1014.62,-11.41,0.00,0.00,0.00
,0.00,21.00,28.25,1014.62,-11.43,0.00,0.00,0.00
,0.00,21.00,28.25,1014.63,-11.47,0.00,0.00,0.00
,0.00,21.00,28.25,1014.63,-11.50,0.00,0.00,0.00
,0.00,21.00,28.25,1014.63,-11.48,0.00,0.00,0.00
,0.00,21.00,28.25,1014.63,-11.52,0.00,0.00,0.00
,0.00,22.00,28.25,1014.64,-11.55,0.00,0.00,0.00
,0.00,22.00,28.25,1014.63,-11.46,0.00,0.00,0.00
,0.00,22.00,28.25,1014.63,-11.46,0.00,0.00,0.00
,0.00,22.00,28.25,1014.63,-11.51,0.00,0.00,0.00
,0.00,22.00,28.25,1014.63,-11.48,0.00,0.00,0.00
,0.00,22.00,28.25,1014.63,-11.45,0.00,0.00,0.00
,0.00,22.00,28.25,1014.62,-11.42,0.00,0.00,0.00
,0.00,22.00,28.25,1014.62,-11.38,0.00,0.00,0.00
,0.00,22.00,28.25,1014.63,-11.45,0.00,0.00,0.00
,0.00,22.00,28.25,1014.62,-11.44,0.00,0.00,0.00
,0.00,22.00,28.25,1014.62,-11.44,0.00,0.00,0.00
,0.00,22.00,28.25,1014.62,-11.38,0.00,0.00,0.00
,0.00,22.00,28.25,1014.62,-11.41,0.00,0.00,0.00
,0.00,22.00,28.25,1014.62,-11.41,0.00,0.00,0.00
,0.00,22.00,28.25,1014.62,-11.38,0.00,0.00,0.00
,0.00,22.00,28.25,1014.63,-11.45,0.00,0.00,0.00
,0.00,22.00,28.25,1014.63,-11.47,0.00,0.00,0.00
,0.00,22.00,28.25,1014.64,-11.53,0.00,0.00,0.00
,0.00,22.00,28.25,1014.63,-11.49,0.00,0.00,0.00
,0.00,22.00,28.25,1014.64,-11.53,0.00,0.00,0.00
,0.00,22.00,28.25,1014.63,-11.47,0.00,0.00,0.00
,0.00,22.00,28.25,1014.63,-11.47,0.00,0.00,0.00
,0.00,22.00,28.25,1014.63,-11.45,0.00,0.00,0.00
,0.00,22.00,28.25,1014.62,-11.43,0.00,0.00,0.00
,0.00,22.00,28.25,1014.62,-11.38,0.00,0.00,0.00
,0.00,22.00,28.25,1014.62,-11.40,0.00,0.00,0.00
,0.00,22.00,28.25,1014.63,-11.46,0.00,0.00,0.00
,0.00,22.00,28.25,1014.63,-11.47,0.00,0.00,0.00
,0.00,22.00,28.25,1014.63,-11.48,0.00,0.00,0.00
,0.00,22.00,28.25,1014.63,-11.47,0.00,0.00,0.00
,0.00,22.00,28.25,1014.63,-11.48,0.00,0.00,0.00
,0.00,22.00,28.25,1014.63,-11.51,0.00,0.00,0.00
,0.00,22.00,28.25,1014.62,-11.42,0.00,0.00,0.00
,0.00,22.00,28.25,1014.62,-11.39,0.00,0.00,0.00
,0.00,22.00,28.25,1014.62,-11.39,0.00,0.00,0.00
,0.00,22.00,28.26,1014.62,-11.39,0.00,0.00,0.00
,0.00,22.00,28.26,1014.62,-11.40,0.00,0.00,0.00
,0.00,22.00,28.26,1014.62,-11.42,0.00,0.00,0.00
,0.00,22.00,28.26,1014.62,-11.40,0.00,0.00,0.00
,0.00,23.00,28.26,1014.63,-11.45,0.00,0.00,0.00
,0.00,23.00,28.26,1014.62,-11.39,0.00,0.00,0.00
,0.00,23.00,28.26,1014.62,-11.43,0.00,0.00,0.00
,0.00,23.00,28.26,1014.63,-11.46,0.00,0.00,0.00
,0.00,23.00,28.26,1014.62,-11.41,0.00,0.00,0.00
,0.00,23.00,28.26,1014.62,-11.40,0.00,0.00,0.00
,0.00,23.00,28.26,1014.62,-11.43,0.00,0.00,0.00
,0.00,23.00,28.26,1014.62,-11.43,0.00,0.00,0.00
,0.00,23.00,28.26,1014.62,-11.41,0.00,0.00,0.00
,0.00,23.00,28.26,1014.62,-11.44,0.00,0.00,0.00
,0.00,23.00,28.26,1014.63,-11.46,0.00,0.00,0.00
,0.00,23.00,28.26,1014.63,-11.47,0.00,0.00,0.00
,0.00,23.00,28.26,1014.63,-11.45,0.00,0.00,0.00
,0.00,23.00,28.26,1014.62,-11.43,0.00,0.00,0.00
,0.00,23.00,28.26,1014.63,-11.49,0.00,0.00,0.00
,0.00,23.00,28.26,1014.63,-11.52,0.00,0.00,0.00
,0.00,23.00,28.26,1014.63,-11.46,0.00,0.00,0.00
,0.00,23.00,28.26,1014.62,-11.42,0.00,0.00,0.00
,0.00,23.00,28.26,1014.63,-11.44,0.00,0.00,0.00
,0.00,23.00,28.26,1014.63,-11.47,0.00,0.00,0.00
,0.00,23.00,28.26,1014.63,-11.49,0.00,0.00,0.00
,0.00,23.00,28.26,1014.63,-11.48,0.00,0.00,0.00
,0.00,23.00,28.26,1014.63,-11.45,0.00,0.00,0.00
,0.00,23.00,28.26,1014.63,-11.46,0.00,0.00,0.00
,0.00,23.00,28.26,1014.63,-11.48,0.00,0.00,0.00
,0.00,23.00,28.26,1014.63,-11.52,0.00,0.00,0.00
,0.00,23.00,28.26,1014.63,-11.50,0.00,0.00,0.00
,0.00,23.00,28.26,1014.64,-11.55,0.00,0.00,0.00
,0.00,23.00,28.26,1014.64,-11.55,0.00,0.00,0.00
,0.00,23.00,28.26,1014.64,-11.55,0.00,0.00,0.00
,0.00,23.00,28.26,1014.63,-11.49,0.00,0.00,0.00
,0.00,23.00,28.26,1014.63,-11.52,0.00,0.00,0.00
,0.00,23.00,28.26,1014.63,-11.50,0.00,0.00,0.00
,0.00,23.00,28.26,1014.63,-11.46,0.00,0.00,0.00
,0.00,23.00,28.26,1014.63,-11.47,0.00,0.00,0.00
,0.00,23.00,28.26,1014.63,-11.47,0.00,0.00,0.00
,0.00,23.00,28.26,1014.62,-11.42,0.00,0.00,0.00
,0.00,23.00,28.26,1014.62,-11.42,0.00,0.00,0.00
,0.00,24.00,28.26,1014.63,-11.46,0.00,0.00,0.00
,0.00,24.00,28.26,1014.63,-11.48,0.00,0.00,0.00
,0.00,24.00,28.26,1014.63,-11.48,0.00,0.00,0.00
,0.00,24.00,28.26,1014.63,-11.52,0.00,0.00,0.00
,0.00,24.00,28.26,1014.64,-11.55,0.00,0.00,0.00
,0.00,24.00,28.26,1014.64,-11.53,0.00,0.00,0.00
,0.00,24.00,28.26,1014.64,-11.53,0.00,0.00,0.00
,0.00,24.00,28.26,1014.63,-11.45,0.00,0.00,0.00
,0.00,24.00,28.26,1014.62,-11.43,0.00,0.00,0.00
,0.00,24.00,28.26,1014.63,-11.45,0.00,0.00,0.00
,0.00,24.00,28.26,1014.63,-11.48,0.00,0.00,0.00
,0.00,24.00,28.26,1014.63,-11.52,0.00,0.00,0.00
,0.00,24.00,28.26,1014.64,-11.56,0.00,0.00,0.00
,0.00,24.00,28.26,1014.64,-11.58,0.00,0.00,0.00
,0.00,24.00,28.26,1014.63,-11.52,0.00,0.00,0.00
,0.00,24.00,28.26,1014.63,-11.50,0.00,0.00,0.00
,0.00,24.00,28.26,1014.63,-11.51,0.00,0.00,0.00
,0.00,24.00,28.26,1014.63,-11.51,0.00,0.00,0.00
,0.00,24.00,28.26,1014.62,-11.43,0.00,0.00,0.00
,0.00,24.00,28.26,1014.63,-11.46,0.00,0.00,0.00
,0.00,24.00,28.26,1014.63,-11.46,0.00,0.00,0.00
,0.00,24.00,28.26,1014.62,-11.42,0.00,0.00,0.00
,0.00,24.00,28.26,1014.63,-11.47,0.00,0.00,0.00
,0.00,24.00,28.26,1014.62,-11.42,0.00,0.00,0.00
,0.00,24.00,28.26,1014.62,-11.39,0.00,0.00,0.00
,0.00,24.00,28.26,1014.62,-11.38,0.00,0.00,0.00
,0.00,24.00,28.26,1014.62,-11.42,0.00,0.00,0.00
,0.00,24.00,28.26,1014.62,-11.38,0.00,0.00,0.00
,0.00,24.00,28.26,1014.63,-11.44,0.00,0.00,0.00
,0.00,24.00,28.26,1014.62,-11.43,0.00,0.00,0.00
,0.00,24.00,28.26,1014.62,-11.41,0.00,0.00,0.00
,0.00,24.00,28.26,1014.63,-11.46,0.00,0.00,0.00
,0.00,24.00,28.26,1014.63,-11.48,0.00,0.00,0.00
,0.00,24.00,28.26,1014.63,-11.48,0.00,0.00,0.00
,0.00,24.00,28.26,1014.63,-11.49,0.00,0.00,0.00
,0.00,24.00,28.26,1014.62,-11.43,0.00,0.00,0.00
,0.00,24.00,28.26,1014.63,-11.50,0.00,0.00,0.00
,0.00,24.00,28.26,1014.63,-11.48,0.00,0.00,0.00
,0.00,24.00,28.26,1014.63,-11.47,0.00,0.00,0.00
,0.00,25.00,28.26,1014.63,-11.46,0.00,0.00,0.00
,0.00,25.00,28.26,1014.63,-11.51,0.00,0.00,0.00
,0.00,25.00,28.26,1014.63,-11.46,0.00,0.00,0.00
,0.00,25.00,28.26,1014.63,-11.45,0.00,0.00,0.00
,0.00,25.00,28.26,1014.63,-11.49,0.00,0.00,0.00
,0.00,25.00,28.26,1014.63,-11.51,0.00,0.00,0.00
,0.00,25.00,28.26,1014.63,-11.52,0.00,0.00,0.00
,0.00,25.00,28.26,1014.63,-11.47,0.00,0.00,0.00
,0.00,25.00,28.26,1014.63,-11.46,0.00,0.00,0.00
,0.00,25.00,28.26,1014.63,-11.49,0.00,0.00,0.00
,0.00,25.00,28.26,1014.63,-11.51,0.00,0.00,0.00
,0.00,25.00,28.26,1014.64,-11.59,0.00,0.00,0.00
,0.00,25.00,28.26,1014.65,-11.61,0.00,0.00,0.00
,0.00,25.00,28.26,1014.64,-11.60,0.00,0.00,0.00
,0.00,25.00,28.26,1014.64,-11.57,0.00,0.00,0.00
,0.00,25.00,28.26,1014.64,-11.55,0.00,0.00,0.00
,0.00,25.00,28.26,1014.63,-11.47,0.00,0.00,0.00
,0.00,25.00,28.27,1014.64,-11.54,0.00,0.00,0.00
,0.00,25.00,28.27,1014.64,-11.56,0.00,0.00,0.00
,0.00,25.00,28.27,1014.64,-11.55,0.00,0.00,0.00
,0.00,25.00,28.27,1014.63,-11.52,0.00,0.00,0.00
,0.00,25.00,28.27,1014.63,-11.52,0.00,0.00,0.00
,0.00,25.00,28.26,1014.64,-11.53,0.00,0.00,0.00
,0.00,25.00,28.26,1014.63,-11.46,0.00,0.00,0.00
,0.00,25.00,28.26,1014.63,-11.50,0.00,0.00,0.00
,0.00,25.00,28.26,1014.63,-11.48,0.00,0.00,0.00
,0.00,25.00,28.26,1014.64,-11.54,0.00,0.00,0.00
,0.00,25.00,28.26,1014.64,-11.54,0.00,0.00,0.00
,0.00,25.00,28.26,1014.63,-11.50,0.00,0.00,0.00
,0.00,25.00,28.26,1014.63,-11.50,0.00,0.00,0.00
,0.00,25.00,28.26,1014.64,-11.55,0.00,0.00,0.00
,0.00,25.00,28.26,1014.63,-11.51,0.00,0.00,0.00
,0.00,25.00,28.26,1014.63,-11.47,0.00,0.00,0.00
,0.00,25.00,28.26,1014.63,-11.48,0.00,0.00,0.00
,0.00,25.00,28.26,1014.63,-11.49,0.00,0.00,0.00
,0.00,25.00,28.26,1014.63,-11.51,0.00,0.00,0.00
,0.00,25.00,28.27,1014.64,-11.57,0.00,0.00,0.00
,0.00,25.00,28.27,1014.64,-11.55,0.00,0.00,0.00
,0.00,26.00,28.27,1014.63,-11.50,0.00,0.00,0.00
,0.00,26.00,28.27,1014.63,-11.47,0.00,0.00,0.00
,0.00,26.00,28.27,1014.63,-11.45,0.00,0.00,0.00
,0.00,26.00,28.27,1014.63,-11.45,0.00,0.00,0.00
,0.00,26.00,28.27,1014.63,-11.44,0.00,0.00,0.00
,0.00,26.00,28.27,1014.63,-11.47,0.00,0.00,0.00
,0.00,26.00,28.27,1014.63,-11.49,0.00,0.00,0.00
,0.00,26.00,28.27,1014.63,-11.46,0.00,0.00,0.00
,0.00,26.00,28.27,1014.63,-11.45,0.00,0.00,0.00
,0.00,26.00,28.27,1014.64,-11.53,0.00,0.00,0.00
,0.00,26.00,28.27,1014.63,-11.50,0.00,0.00,0.00
,0.00,26.00,28.27,1014.63,-11.51,0.00,0.00,0.00
,0.00,26.00,28.27,1014.64,-11.55,0.00,0.00,0.00
,0.00,26.00,28.27,1014.65,-11.62,0.00,0.00,0.00
,0.00,26.00,28.27,1014.65,-11.66,0.00,0.00,0.00
,0.00,26.00,28.27,1014.65,-11.61,0.00,0.00,0.00
,0.00,26.00,28.27,1014.64,-11.55,0.00,0.00,0.00
,0.00,26.00,28.27,1014.64,-11.59,0.00,0.00,0.00
,0.00,26.00,28.27,1014.64,-11.60,0.00,0.00,0.00
,0.00,26.00,28.27,1014.65,-11.62,0.00,0.00,0.00
,0.00,26.00,28.27,1014.65,-11.62,0.00,0.00,0.00
,0.00,26.00,28.27,1014.64,-11.59,0.00,0.00,0.00
,0.00,26.00,28.27,1014.64,-11.59,0.00,0.00,0.00
,0.00,26.00,28.27,1014.64,-11.57,0.00,0.00,0.00
,0.00,26.00,28.27,1014.64,-11.61,0.00,0.00,0.00
,0.00,26.00,28.27,1014.65,-11.62,0.00,0.00,0.00
,0.00,26.00,28.27,1014.65,-11.63,0.00,0.00,0.00
,0.00,26.00,28.27,1014.65,-11.61,0.00,0.00,0.00
,0.00,26.00,28.27,1014.65,-11.62,0.00,0.00,0.00
,0.00,26.00,28.27,1014.65,-11.65,0.00,0.00,0.00
,0.00,26.00,28.27,1014.66,-11.70,0.00,0.00,0.00
,0.00,26.00,28.27,1014.66,-11.73,0.00,0.00,0.00
,0.00,26.00,28.27,1014.66,-11.75,0.00,0.00,0.00
,0.00,26.00,28.27,1014.66,-11.70,0.00,0.00,0.00
,0.00,26.00,28.27,1014.66,-11.70,0.00,0.00,0.00
,0.00,26.00,28.27,1014.66,-11.72,0.00,0.00,0.00
,0.00,26.00,28.27,1014.66,-11.75,0.00,0.00,0.00
,0.00,26.00,28.27,1014.65,-11.65,0.00,0.00,0.00
,0.00,26.00,28.27,1014.65,-11.64,0.00,0.00,0.00
,0.00,27.00,28.27,1014.65,-11.64,0.00,0.00,0.00
,0.00,27.00,28.27,1014.64,-11.60,0.00,0.00,0.00
,0.00,27.00,28.27,1014.65,-11.62,0.00,0.00,0.00
,0.00,27.00,28.27,1014.65,-11.65,0.00,0.00,0.00
,0.00,27.00,28.27,1014.65,-11.67,0.00,0.00,0.00
,0.00,27.00,28.27,1014.64,-11.60,0.00,0.00,0.00
,0.00,27.00,28.27,1014.64,-11.60,0.00,0.00,0.00
,0.00,27.00,28.27,1014.65,-11.65,0.00,0.00,0.00
,0.00,27.00,28.27,1014.65,-11.65,0.00,0.00,0.00
,0.00,27.00,28.27,1014.65,-11.61,0.00,0.00,0.00
,0.00,27.00,28.27,1014.65,-11.64,0.00,0.00,0.00
,0.00,27.00,28.27,1014.65,-11.67,0.00,0.00,0.00
,0.00,27.00,28.27,1014.65,-11.66,0.00,0.00,0.00
,0.00,27.00,28.27,1014.66,-11.69,0.00,0.00,0.00
,0.00,27.00,28.27,1014.65,-11.66,0.00,0.00,0.00
,0.00,27.00,28.27,1014.64,-11.59,0.00,0.00,0.00
,0.00,27.00,28.27,1014.64,-11.60,0.00,0.00,0.00
